stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,89.9,0,69.47,0,0,0,0,0,0,0,0,0,0,0,12.26,16.35,0,98.07,0,0,0,20.43,102.16,114.42,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,10.7,32.09,0,11.77,203.26,19.26,0,0,1.07,1.07,0,0,0,0,0,24.61,35.3,5.35,209.68,0,0,1.07,4.28,164.75,70.61,0,3.21,1286.96,0,0,5.35,0,1.07,3.21,0,0,0
21Day,24.09,16.06,1.34,44.17,147.24,36.14,0,5.35,0,2.68,0,9.37,0,9.37,2.68,25.43,24.09,37.48,855.32,5.35,0,18.74,0,97.71,42.83,1.34,41.49,1849.85,50.86,0,12.05,0,9.37,1.34,0,0,4.02
3Month,3.52,286.35,3.52,270.04,47.35,0,4.16,0.64,6.08,42.87,2.56,36.47,16.32,1.6,50.23,226.2,40.95,45.11,876.98,438.33,0.64,23.04,2.88,16.32,0.32,2.88,33.91,105.26,5.44,84.15,1.6,0.64,0,3.84,10.56,89.91,12.48
22Month,1.09,63.96,3.83,56.31,10.39,0,6.01,0,1.09,10.93,2.19,50.29,4.92,0.55,8.75,53.03,7.65,21.87,407.26,36.08,1.64,8.2,0,7.11,1.09,1.64,7.65,25.15,1.64,5.47,0.55,3.28,0,0,0,0,2.19
