stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,16.35,0,0,0,0,4.09,8.17,294.22,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,5.35,12.84,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,5.35,0,0,0,0,42.79,24.61,1.07,0,7.49,1.07,0,19.26,0,0,0,0
21Day,1.34,0,0,17.4,14.72,2.68,0,0,0,0,0,0,1.34,0,1.34,2.68,1.34,2.68,0,2.68,0,0,0,0,9.37,14.72,1.34,2.68,0,0,6.69,2.68,1.34,0,0,0
3Month,0,1.6,0.96,47.67,1.28,0,0,0.32,2.24,4.48,0.32,0,57.91,6.4,2.56,8.32,5.44,5.44,7.04,7.04,0.64,0.32,1.28,2.24,21.12,0.32,2.88,0.64,0.96,5.76,105.9,0.32,0.96,2.56,1020,15.04
22Month,0,0,1.09,24.6,1.09,0,0.55,0,0.55,3.83,2.19,0,12.03,1.09,1.64,3.28,0,0,3.28,3.28,0,1.09,0.55,0,3.28,0,1.09,0,0,0,61.23,0.55,0,0,7.11,3.28
