stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,355.52,0,36.78,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,44.95,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,277.08,0,7.49,0,4.28,0,0,0,0,0,0,0,0,0,0,114.47,132.65,0,2.14,0,0,0,148.7,81.3,41.72,0,0,16.05,0,0,0,0,0,1.07,0,0,0
21Day,2.68,107.08,270.38,28.11,2.68,9.37,0,1.34,0,1.34,2.68,0,4.02,0,9.37,44.17,0,9.37,4.02,21.42,0,0,0,20.08,20.08,16.06,0,2.68,21.42,5.35,0,1.34,0,4.02,0,0,0,8.03
3Month,0.64,143.34,305.87,38.07,0.32,0,0.32,0,0.32,26.56,8,0.32,37.75,14.08,1.6,73.91,5.12,8.32,5.44,11.2,3.2,0,11.2,333.07,0,1.6,2.56,0.32,0.96,7.04,15.36,0.32,0.32,0,0,2.88,6.08,4.8
22Month,0,94.02,193.52,20.23,0,0,2.19,0,0.55,31.71,5.47,0.55,49.2,12.03,1.09,57.95,0.55,1.64,3.28,6.56,0,1.09,3.83,21.87,0.55,0.55,2.19,1.64,0,0,3.28,1.09,1.09,0,0.55,0.55,0,1.09
