stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,36.78,155.28,8.17,24.52,16.35,0,4.09,8.17,0,0,0,0,8.17,36.78,44.95,228.84,0,0,0,8.17,61.3,2435.5,4.09,0,40.86,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,7.49,3.21,4.28,1.07,0,0,0,0,0,1.07,0,0,25.67,3.21,12.84,0,0,0,0,34.23,38.51,1.07,0,13.91,0,1.07,6.42,1.07,2.14,0,0,0,0
21Day,8.03,1.34,21.42,4.02,5.35,0,0,0,0,0,0,4.02,1.34,0,6.69,5.35,13.39,0,0,2.68,0,21.42,16.06,0,1.34,9.37,9.37,2.68,5.35,0,0,1.34,0,0,1.34
3Month,0.32,0.96,17.92,0,0,0,1.6,1.92,0,16,2.24,0,3.52,0,4.16,2.24,1.92,0.64,0,0.96,1.28,0,0.32,2.24,0.96,0.64,2.56,278.04,0.96,0,0,0,1.92,54.07,1.6
22Month,0,1.09,6.56,0,0,0,0,1.09,0,22.96,0,0,2.73,0,1.09,0.55,4.37,0,4.37,0,0.55,0,0,1.09,0,0,0.55,32.25,0.55,0,0,0,0,0,0
