stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,1.07,0,7.49,12.84,0,0,0,0,0,0,14.98,6.42,0,1.07,3.21,0,0,1.07,0,0,0,0
21Day,0,0,0,26.77,0,2.68,0,0,0,0,0,0,0,0,5.35,1.34,24.09,4.02,8.03,0,0,2.68,0,6.69,6.69,0,0,4.02,1.34,0,0,0,0,0,2.68
3Month,0.64,1.6,4.16,159.01,0.32,0,0.64,0.64,17.28,2.56,0,23.68,2.24,0.64,49.27,7.36,24.32,6.4,6.72,2.24,0,3.84,4.8,0.96,0.32,3.84,0.64,0.32,0.64,8.32,0,0,3.84,3.2,5.12
22Month,0,2.19,4.92,74.35,0,0,0.55,0,7.65,6.56,5.47,38.81,1.64,1.64,95.12,1.09,8.2,9.29,2.73,0,2.19,5.47,1.09,1.09,0,2.73,0.55,0.55,0.55,1.64,1.09,0.55,1.64,0,2.73
