stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,36.78,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,14.98,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,1.07,0,0,0,0,29.95,10.7,8.56,0,0,2.14,0,0,0,2.14,0,0,0,0
21Day,2.68,0,0,29.45,1.34,2.68,0,0,5.35,1.34,0,0,1.34,18.74,6.69,0,1.34,8.03,4.02,4.02,0,0,2.68,0,12.05,2.68,5.35,0,0,2.68,5.35,0,0,1.34,2.68,0,0,6.69
3Month,0.32,1.92,0.64,45.11,0,0,0.64,0.32,80.63,10.24,0,0,12.16,303.31,0,4.8,6.08,42.55,1.92,8.32,2.24,0,7.68,0.64,1.28,0,22.72,0.96,0,0.32,1.92,0.32,9.92,0,0,3.52,5.76,6.08
22Month,0.55,3.28,1.64,6.56,0,0,1.09,0,20.77,4.92,0.55,0,40.45,57.95,0,3.28,0,6.01,1.64,1.09,0.55,1.09,1.09,0,0.55,0,15.31,0.55,0.55,0,0.55,0,2.19,0.55,0,1.09,0,2.19
