stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,163.46,36.78,0,81.73,40.86,0,0,0,0,0,0,0,0,0,0,4.09,53.12,666.08,196.15,0,0,0,0,281.96,1728.55,0,0,0,8.17,0,0,0,0,8.17,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,5.35,2.14,0,0,0,0,0,0,14.98,13.91,0,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,1.34,6.69,2.68,0,58.9,0,0,0,0,5.35,0,2.68,9.37,0,1.34,0,6.69,0,0,0,0,4.02,50.86,0,0,0,12.05,0,1.34,0,2.68,0,0,0,0
3Month,1.6,5.76,3.84,55.03,0,2.56,0.32,0.32,8.32,23.04,0,74.55,16.32,1.92,39.03,5.12,18.24,20.8,16.32,1.6,1.6,4.48,8.64,3.52,2.24,4.16,1.28,0,0.32,14.08,1251,0.32,0,0,31.99,26.88,16.32
22Month,1.09,2.19,3.28,43.19,0,2.73,1.09,0,3.28,45.92,4.92,615.53,2.73,31.16,175.48,3.83,4.92,53.03,10.93,0,43.19,2.73,0,0.55,1.64,0.55,0.55,0.55,1.64,1.64,102.77,0.55,7.11,0,1.64,0,4.92
