stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,8.17,8.17,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,4.28,0,31.02,3.21,0,0,0,0,0,0,0,0,1.07,0,7.49,25.67,10.7,17.12,0,1.07,2.14,1.07,40.65,11.77,0,0,23.54,2.14,0,1.07,1.07,0,0,0
21Day,8.03,2.68,0,68.27,0,0,2.68,0,0,6.69,1.34,0,4.02,9.37,0,4.02,66.93,30.79,38.82,0,0,17.4,0,4.02,12.05,0,1.34,9.37,5.35,1.34,1.34,0,0,0,8.03
3Month,0.32,5.76,1.28,46.07,0,0.64,1.28,0.32,9.28,28.8,0,12.8,30.08,4.48,13.76,4.16,8.96,43.19,17.28,2.88,0,4.8,3.2,1.28,0.32,2.88,0,0.32,0.64,7.36,0,0,3.84,1.92,40.31
22Month,0,6.01,0.55,25.15,0,0.55,2.73,0,4.92,39.91,14.76,83.09,13.12,3.83,14.76,1.09,3.28,34.99,26.24,0.55,0,2.19,0,0.55,0.55,1.09,0.55,0,0,1.64,0.55,0.55,2.19,0,19.68
