stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,40.86,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,35.3,8.56,0,26.74,8.56,29.95,0,0,0,0,0,0,0,1.07,0,4.28,63.12,5.35,23.54,0,2.14,2.14,1.07,4356.19,132.65,40.65,7.49,47.07,0,0,19.26,3.21,3.21,1.07,0,0,0
21Day,21.42,0,0,91.02,1.34,50.86,0,5.35,0,0,0,6.69,2.68,8.03,8.03,4.02,44.17,2.68,45.51,0,1.34,6.69,0,2228.66,44.17,32.12,22.76,24.09,36.14,2.68,13.39,22.76,36.14,8.03,0,0,6.69
3Month,0.64,0,0.32,5.12,0.64,0,0.32,0.32,0.32,1.28,0,4.8,0.64,0,0.96,0.32,0.64,0.96,4.16,3.2,0,0.32,0,52.15,0.32,39.67,1.92,0.32,0.64,7.36,0.64,0.64,0,0,0.64,3.2,1.92
22Month,0.55,0.55,0.55,7.65,0,0,0,0.55,0.55,4.37,0,22.41,0.55,0.55,2.73,0,1.09,3.83,7.11,0,0,0,0,82.54,1.09,88.56,12.03,0,0,12.03,8.75,0.55,0,0,0.55,0,8.2
