stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,28.6,118.51,8.17,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,11.77,6.42,0,0,0,6.42,0,0,0,0,2.14,0,5.35,542.38,6.42,0,0,0,0,0,28.88,16.05,0,0,0,5.35,0,0,0,4.28,0,0,1.07,0,0,0
21Day,4.02,0,1.34,99.05,8.03,0,0,0,26.77,0,0,1.34,1.34,34.8,6.69,4.02,49.53,128.5,4.02,0,0,1.34,0,8.03,6.69,0,0,0,1.34,2.68,0,4.02,0,0,5.35,1.34,0,0,16.06
3Month,0.96,7.68,13.44,185.25,0,2.88,0.32,156.78,401.54,0,0,42.23,50.55,10.56,347.78,21.44,7.68,354.5,11.52,4.16,0,105.26,21.76,2.56,0,4.48,1.6,0,0,6.72,0.64,22.72,1.28,0,0,0,3.52,9.28,18.56
22Month,0.55,2.73,14.76,79.26,0,6.56,0,82,1221.23,1.09,0,69.97,18.59,14.21,470.12,5.47,3.83,269.5,6.56,1.09,3.28,91.84,3.83,0.55,0,3.83,1.09,2.19,0.55,1.64,0,12.03,1.64,1.64,0,0,0,0,31.16
