stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,0,36.78,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,28.6,24.52,0,0,0,159.37,5173.39,0,0,4.09,0,0,8.17,0,0,8.17,0,0,0
72hpf,97.35,17.12,0,49.21,7.49,58.84,0,0,0,0,0,0,0,1.07,0,1.07,0,7.49,112.33,17.12,119.82,0,1.07,5.35,6271.12,2468.01,6.42,73.82,203.26,1.07,0,1755.53,6.42,11.77,13.91,0,0,0
21Day,57.56,6.69,6.69,91.02,2.68,93.7,0,9.37,0,0,2.68,1.34,0,14.72,1.34,14.72,18.74,13.39,52.2,28.11,251.64,0,0,25.43,3150.91,370.77,6.69,22.76,81.65,97.71,2.68,227.55,29.45,45.51,12.05,0,0,21.42
3Month,3.52,0.96,0,8.96,1.28,0,0,0,0.32,0.64,2.24,0,0,12.16,2.88,0.64,16.32,15.04,3.84,3.84,91.19,17.92,0,4.16,17.6,5.12,0.96,0.96,0.64,0.64,1.28,2.24,0.64,0,3.84,1.92,0.32,0.96
22Month,1.64,4.92,1.64,9.84,0,0,2.19,0,0,2.19,5.47,1.64,0,61.23,1.09,1.09,18.59,13.12,1.64,3.83,199.53,9.29,3.83,3.83,32.8,7.11,6.01,14.21,1.64,2.19,0,13.12,1.64,0,0,0,0,2.73
