stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,0,3.21,0,0,0,21.4,4.28,3.21,0,3.21,0,0,1.07,2.14,1.07,1.07,0,0,0
21Day,0,0,1.34,9.37,2.68,14.72,0,1.34,0,0,0,0,0,0,1.34,0,1.34,1.34,0,6.69,0,4.02,0,9.37,2.68,0,1.34,6.69,1.34,1.34,5.35,1.34,1.34,0,0,0,0
3Month,0.32,0.32,0.32,3.2,0.96,0,1.28,0.32,1.28,0.96,0,0,6.72,0.64,0,1.28,0.96,1.92,1.6,2.88,0.96,0.96,1.28,2.24,0,2.24,1.92,0,0.64,36.15,0.32,0.32,0,0,0.32,13.12,3.84
22Month,0.55,0,0,1.64,0,0,0.55,0,0.55,1.09,1.09,0,4.92,0,0,1.09,0,0,1.09,2.19,0,1.09,0,1.64,0,0.55,2.19,0,0.55,7.65,0.55,0.55,0,0,0,0,0.55
