stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,73.56,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,2.14,0,0,0,2.14,0,0,0,3.21,0,0,0,0,0,12.84,0,0,0,2.14,0,0,0,5.35,0,0,0,0,0
21Day,2.68,0,0,5.35,1.34,0,0,0,10.71,0,1.34,6.69,44.17,0,1.34,2.68,22.76,1.34,0,0,1.34,0,5.35,1.34,0,0,0,0,0,1.34,0,8.03,1.34,0,0,50.86
3Month,0,1.28,0,4.16,0,0.32,0.96,0.32,28.8,0,9.6,27.84,2.88,3.84,0,0.64,23.04,3.52,0.64,0,0.64,0.64,0.32,0,0,0.32,0.32,0.96,2.24,0,0,0,0,1.6,0.64,42.87
22Month,0,2.73,0.55,6.01,0,0,0.55,0,49.2,2.73,56.85,15.85,6.01,3.83,0.55,0,28.97,1.09,0,1.64,0,0,0,0,0.55,0,0,0.55,1.09,1.09,0.55,0,0,0,0,10.93
