stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,40.86,196.15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,0,3.21,4.28,6.42,0,0,0,0,0,0,0,0,0,3.21,14.98,1.07,9.63,0,1.07,4.28,0,719.97,109.12,0,2.14,18.19,0,2.14,9.63,3.21,2.14,1.07,0,0,0
21Day,9.37,0,0,13.39,0,4.02,0,1.34,0,2.68,0,1.34,1.34,4.02,0,0,8.03,49.53,9.37,0,0,1.34,0,176.69,36.14,0,0,5.35,5.35,2.68,1.34,2.68,26.77,0,0,0,2.68
3Month,0.32,8.32,0.32,12.8,0.64,0,0.32,0,2.24,14.72,0,4.8,2.88,0,1.6,0.64,1.6,24,5.76,0.32,0,0.64,0.32,1.6,0.32,0,0.96,0.96,1.6,135.66,0.96,0.32,0,0.32,0.96,95.34,1.28
22Month,0.55,10.39,0.55,7.11,0,0,0.55,0,1.64,1.64,0.55,14.76,0.55,0.55,2.73,0,2.73,60.68,4.37,0,0.55,1.64,0,10.39,0.55,0.55,1.09,0.55,0,20.77,1.09,0.55,0,0,0.55,0.55,1.09
