stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,32.69,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,8.17,8.17,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,11.77,3.21,0,0,0,0,0,0,0,0,0,0,0,1.07,37.44,2.14,12.84,0,1.07,0,0,20.33,4.28,1.07,0,0,37.44,0,0,4.28,0,0,0,0,0
21Day,5.35,0,1.34,24.09,0,5.35,0,1.34,0,2.68,0,0,2.68,4.02,5.35,2.68,1.34,8.03,2.68,20.08,0,0,4.02,0,8.03,8.03,0,1.34,0,38.82,0,0,1.34,1.34,1.34,0,0,4.02
3Month,0,1.92,1.92,33.27,0,0,0.32,0.32,30.08,4.48,0,0,26.24,10.88,0.32,24.96,1.28,10.56,6.72,12.48,2.24,0.32,13.76,1.6,1.28,0,2.24,0.64,0,3.2,0.32,16.96,0.32,0,0,3.84,4.8,8
22Month,0,2.73,1.64,12.57,0,0,1.64,0.55,14.76,12.57,7.65,0,52.48,3.28,3.83,37.17,1.09,3.83,20.23,13.12,0,1.09,3.28,0,1.09,0,0.55,1.09,1.64,1.09,0,9.29,1.64,0,0,0.55,0,2.73
