stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,16.35,0,24.52,4.09,0,0,0,0,0,4.09,0,28.6,0,0,0,0,4.09,4.09,24.52,28.6,0,0,0,8.17,506.71,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,57.77,0,96.28,3.21,7.49,0,1.07,0,0,1.07,0,0,0,0,0,0,6.42,62.05,1.07,65.26,0,0,24.61,119.82,305.96,0,6.42,0,135.86,0,3.21,315.59,0,0,18.19,0,0,0
21Day,17.4,28.11,4.02,112.44,5.35,6.69,0,1.34,0,0,1.34,0,0,1.34,1.34,6.69,0,1.34,24.09,17.4,222.2,0,0,305.19,58.9,69.6,0,2.68,0,88.34,12.05,0,78.97,2.68,4.02,21.42,2.68,0,4.02
3Month,0.64,40.31,0.64,47.03,0.96,0,0.64,0,0.64,1.6,6.4,0.64,0,14.72,3.84,0.64,6.4,2.24,94.07,33.91,61.75,5.12,0,5.44,5.12,6.08,0.96,17.92,0,2.88,2.88,71.03,18.56,0,0,6.72,27.52,32.31,23.36
22Month,1.09,57.95,0.55,20.77,0,0,1.64,0,1.64,1.64,21.87,5.47,0,45.92,2.19,2.73,7.65,0,19.68,30.07,89.1,0,2.73,21.32,15.31,11.48,2.73,11.48,1.64,2.19,0.55,74.89,119.72,2.19,0,2.19,3.28,0,9.84
