stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,44.95,4.09,0,0,0,0,0,12.26,0,0,0,0,0,28.6,4.09,16.35,0,0,0,0,4.09,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,12.84,1.07,2.14,0,0,0,0,0,0,0,1.07,0,10.7,25.67,0,19.26,0,2.14,2.14,0,175.45,70.61,4.28,5.35,0,8.56,0,0,2.14,1.07,0,2.14,0,0,0
21Day,5.35,0,0,195.43,2.68,9.37,4.02,0,2.68,0,0,2.68,0,5.35,4.02,9.37,54.88,4.02,13.39,0,0,2.68,0,117.79,18.74,6.69,1.34,0,8.03,9.37,5.35,0,0,4.02,2.68,0,0,1.34
3Month,0.32,1.6,1.28,47.67,0,0,0.32,2.24,1.92,0,0,8.64,1.28,0.32,2.24,1.28,3.2,1.92,6.08,1.28,0,5.44,0.32,4.48,0,14.4,1.28,0,0,0.64,107.82,0.32,0,0,0.64,0.96,4.8,1.6
22Month,0,1.64,0.55,12.57,0,0,0,1.64,4.37,0.55,0,26.79,0,0,2.19,1.64,0.55,2.73,6.56,0,0.55,4.37,0,13.12,0.55,7.65,0,0.55,0,0,16.4,0.55,0,0,0,0,0,0
