stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,44.95,4.09,0,0,0,0,16.35,273.79,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,1.07,0,0,0,0,0,0,0,0,2.14,0,2.14,4.28,1.07,7.49,0,0,1.07,2.14,13.91,13.91,0,0,0,12.84,0,0,0,1.07,0,1.07,0,0,0
21Day,1.34,0,17.4,46.85,1.34,6.69,0,5.35,0,0,13.39,0,0,4.02,49.53,1.34,8.03,5.35,78.97,16.06,0,0,0,1.34,13.39,21.42,1.34,0,0,17.4,0,0,0,0,0,0,0,0,17.4
3Month,1.6,16.32,48.63,172.13,0.32,0,5.76,2.88,1.6,88.31,403.46,0.32,53.43,263.96,23.68,1509.2,6.72,15.36,230.04,27.2,7.04,0.32,9.92,8,4.16,0,15.36,1.92,0,0,10.24,0.32,19.2,1.28,0,0.32,5.12,11.2,69.75
22Month,0,57.4,34.99,137.21,1.09,0,2.73,2.73,1.09,108.24,462.47,30.61,137.21,116.44,55.21,843.49,4.37,6.56,288.09,32.25,1.09,4.92,9.29,0.55,2.19,0,21.87,3.28,1.09,0,3.83,0,2.73,7.65,3.28,0.55,2.19,0,39.36
