stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,6.42,0,2.14,0,3.21,1.07,0,0,0,0,0,0,0,1.07,3.21,0,3.21,0,0,0,0,380.85,18.19,0,1.07,0,7.49,0,0,2.14,0,0,1.07,0,0,0
21Day,1.34,4.02,0,6.69,0,6.69,0,0,0,0,0,0,0,1.34,0,0,0,6.69,0,0,0,0,124.48,12.05,0,0,0,1.34,1.34,2.68,0,10.71,1.34,0,0,0,0
3Month,0,18.56,0.32,4.48,0,0,0,0.64,0.96,0,6.72,1.6,0.32,1.6,0,1.6,0.96,2.24,0.96,0,0.96,0.32,1.6,0,1.6,0.64,0,0.32,0.32,8.64,0.32,0,0,0,0.96,27.84,0.96
22Month,0,26.24,0.55,5.47,0.55,0,0,0,2.73,1.09,34.44,1.64,0,3.83,0.55,0,3.83,6.01,1.09,2.19,0.55,0,1.64,0,3.28,0,0.55,0,0.55,18.04,0,16.4,0,0,0,0,0.55
