stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,36.78,0,0,0,0,4.09,4.09,0,24.52,0,0,0,0,0,44.95,0,0,0,4.09,0,0,0,8.17,0,0,0
72hpf,1.07,1.07,0,3.21,0,0,1.07,0,0,0,0,0,0,0,0,1.07,9.63,1.07,7.49,0,1.07,0,0,11.77,0,0,0,0,37.44,1.07,0,1.07,2.14,0,0,0
21Day,0,0,0,10.71,0,0,0,1.34,0,0,0,2.68,0,0,0,1.34,4.02,0,5.35,0,0,2.68,0,4.02,1.34,0,1.34,0,14.72,6.69,1.34,0,1.34,0,0,0
3Month,0,0.32,0,33.59,0.32,0.64,0,36.47,1.92,0,0,52.47,8,0,10.24,0.96,11.2,0.96,24,3.52,0,11.84,0.96,0.32,0,9.6,0,0,2.88,5.44,4.16,0.32,0.96,1.28,2.24,0.32
22Month,0,2.73,0.55,13.12,0,0,0,16.95,1.64,0.55,0,283.17,7.11,1.09,1.09,0.55,1.09,2.19,12.03,0,7.11,9.84,0,1.64,0.55,13.12,1.09,1.09,1.64,3.28,3.83,0.55,0,0.55,0,0
