stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,4.09,134.85,0,0,0,0,0,0,0,0,102.16,0,0,0
72hpf,2.14,4.28,0,2.14,1.07,13.91,0,0,0,0,0,0,0,0,1.07,5.35,19.26,0,16.05,0,3.21,1.07,0,376.57,60.98,0,19.26,20.33,0,0,8.56,14.98,4.28,1127.56,0,0,0
21Day,16.06,1.34,6.69,81.65,4.02,66.93,5.35,0,0,0,0,10.71,2.68,13.39,8.03,6.69,34.8,28.11,127.16,0,0,6.69,1.34,382.82,70.94,0,46.85,30.79,42.83,0,53.54,40.16,104.41,2631.56,1.34,0,12.05
3Month,0.32,0.32,0,3.2,0.64,0,0,1.6,0.32,0.96,0.64,8.96,2.24,0,2.24,4.8,1.28,0.32,32.63,1.92,0,1.28,0,7.36,0.96,0.32,9.6,6.08,0.32,5.44,44.47,0.32,0,38.71,0.32,1.6,0.96
22Month,2.19,2.19,0,3.28,0,0,0,1.09,1.09,2.73,16.4,351.5,1.64,0.55,2.19,2.19,3.28,1.64,16.4,0,6.56,0.55,0,14.76,0,0.55,6.01,2.73,1.09,3.83,173.84,16.95,0,95.66,0,0,1.64
