stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,8.17,0,0,0,0,0,4.09,0,0,0,0,0,12.26,4.09,36.78,0,0,0,0,16.35,392.29,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,5.35,0,0,0,4.28,1.07,0,0,0,0,0,0,0,0,0,0,4.28,2.14,1.07,13.91,0,1.07,1.07,0,97.35,70.61,1.07,0,0,4.28,0,1.07,7.49,1.07,0,0,0,0
21Day,10.71,5.35,0,22.76,0,10.71,0,5.35,1.34,0,0,0,1.34,0,25.43,0,1.34,9.37,4.02,42.83,0,0,2.68,0,36.14,36.14,0,0,0,6.69,4.02,2.68,2.68,0,0,0,0,9.37
3Month,0,2.56,0.96,61.43,0.32,0,1.6,0.32,6.4,7.04,0,0,30.4,14.08,8.64,24,2.88,9.28,11.84,15.04,3.52,0.32,5.44,2.88,4.8,2.24,7.36,0.64,0,0.64,1.6,89.27,0.96,0,0.32,5.44,10.24,63.67
22Month,0,8.75,1.64,22.96,0,0,1.64,2.73,6.01,12.57,6.01,0,86.92,13.12,11.48,35.53,1.64,3.28,19.68,22.96,0.55,1.64,2.73,0,4.37,2.19,5.47,0.55,4.37,0.55,0.55,61.23,3.28,2.19,0.55,1.09,0,34.44
