stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,171.63,4.09,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,2.14,0,0,1.07,39.58,6.42,0,0,0,0,1.07,0,0,0,0,4.28,0,0,0,0,0,0,0,0
21Day,4.02,0,0,42.83,8.03,0,5.35,0,0,0,0,0,4.02,78.97,0,2.68,26.77,137.87,30.79,0,0,5.35,0,6.69,0,1.34,0,0,4.02,4.02,0,0,0,0,1.34,0,140.55
3Month,1.6,3.84,0.96,53.11,0,3.84,1.92,0,3.84,14.4,0,22.4,95.98,22.72,8.96,7.36,11.84,640.54,26.88,1.92,0.32,3.84,2.24,0.96,0.32,1.6,1.28,0,5.76,7.68,0.96,6.08,0.64,0.96,18.88,3.52,380.74
22Month,1.64,6.56,1.09,78.17,0,8.2,4.92,0.55,1.09,63.41,0.55,33.35,183.13,59.59,6.01,2.73,6.56,981.25,13.12,0.55,2.19,3.28,0.55,1.64,0,2.19,3.28,1.09,1.64,3.28,0,3.83,1.09,1.09,2.73,0,241.62
