stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,8.17,0,0,0,0,0,0,8.17,0,0,0,0,4.09,4.09,8.17,57.21,0,0,0,0,77.64,298.31,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,52.42,16.05,0,22.47,6.42,44.93,0,1.07,0,0,0,1.07,0,0,0,16.05,90.93,6.42,72.75,0,4.28,1.07,2.14,7376.21,206.47,3.21,3.21,101.63,1.07,2.14,39.58,24.61,18.19,6.42,0,0
21Day,20.08,0,4.02,81.65,1.34,104.41,0,12.05,0,2.68,0,16.06,1.34,24.09,12.05,17.4,56.22,16.06,123.15,0,0,10.71,0,3063.9,69.6,0,5.35,92.36,54.88,1.34,17.4,16.06,18.74,8.03,0,2.68
3Month,0.64,0.32,0,4.16,0,0,0.32,0,1.6,1.28,0,2.56,1.6,0.64,0.32,0,0.32,2.56,4.16,0.64,0,0,0,16.96,0,0.96,0.32,0,0,5.12,2.88,0,0,0.32,4.16,0.64
22Month,0.55,0,0,1.09,0,0,0,0,0,0.55,0,8.2,0.55,0,0,0,0,0.55,2.73,0,0,0,0,7.11,0,0,0,0.55,0,0,0.55,0,0,0,0,0.55
