stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,20.43,40.86,0,0,0,0,12.26,183.89,4.09,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,6.42,0,12.84,0,0,0,0,118.75,35.3,0,0,8.56,0,0,5.35,0,0,0,0,0,0
21Day,9.37,0,0,12.05,0,4.02,0,1.34,0,0,2.68,0,0,0,1.34,1.34,1.34,33.46,0,0,1.34,0,42.83,26.77,2.68,0,8.03,2.68,1.34,5.35,1.34,2.68,0,0,0,0
3Month,0.64,0.96,0.64,7.36,0.32,0,0.64,0.32,1.28,2.88,5.44,1.28,0.64,3.2,2.24,1.28,1.92,6.72,2.24,0,0.32,0.96,4.8,1.28,3.52,1.6,1.6,0.32,95.98,0.32,0.32,0,0.32,3.52,164.13,1.6
22Month,0,3.83,0,13.12,0,0,0,1.09,0.55,3.83,21.32,0,1.09,0.55,1.09,3.83,16.4,20.23,0,1.09,0.55,0,1.64,0.55,3.83,1.09,1.09,0,29.52,1.64,0.55,0,0.55,0,0,1.64
