stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,4.28,0,0,0,36.37,4.28,0,0,4.28,0,0,0,167.96,2.14,0,0,0,0
21Day,9.37,0,0,32.12,0,20.08,0,2.68,0,0,0,0,1.34,4.02,0,1.34,4.02,5.35,13.39,0,0,4.02,46.85,5.35,0,2.68,10.71,9.37,0,0,1206.02,13.39,1.34,0,0,2.68
3Month,0,0,0,25.6,0,0,0,0,0,8.32,0,6.08,0.64,0.32,2.56,0.64,4.8,2.24,1.28,0.32,0,0.64,1.6,0.32,4.16,0.32,0,1.6,0.64,0.32,19.2,0.32,0,0.32,1.6,0.32
22Month,0,2.73,1.09,19.68,0.55,0,1.64,0,1.64,65.6,4.37,32.8,2.73,1.09,6.01,0,3.83,34.44,7.11,0.55,2.19,0.55,2.73,0,6.56,2.73,0,0.55,1.64,4.92,1599.51,0,0,0,0,2.73
