stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,4.09,0,580.27,0,0,0,0,0,0,0,8.17,0,0,0,0,12.26,1140.11,16.35,16.35,0,0,0,0,0,335.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,138,1.07,0,249.26,2.14,13.91,0,0,0,0,0,0,0,0,0,0,7.49,2092.51,1.07,27.81,0,4.28,2.14,0,333.77,71.68,67.4,1.07,0,21.4,0,0,2.14,8.56,1.07,1.07,0,0,0
21Day,81.65,0,0,236.92,2.68,6.69,0,1.34,0,0,0,0,1.34,0,1.34,2.68,8.03,163.3,2.68,21.42,0,0,0,0,100.39,20.08,16.06,0,0,5.35,8.03,0,6.69,1.34,2.68,0,0,0,5.35
3Month,1.28,1.6,0.32,79.67,0,0,1.92,0,1.28,1.6,0,0,10.24,4.16,0,5.76,5.44,24.32,2.88,3.84,0.32,0,0,1.92,1.6,0.64,91.19,0.32,0,0,2.24,0.32,47.03,0,0,0.32,3.2,58.23,1.28
22Month,0,0.55,0,19.13,0,0,0.55,0.55,0,1.09,3.28,0,18.04,0.55,0,2.73,0.55,2.19,2.73,1.09,0,1.09,0.55,0,1.64,1.09,107.14,1.64,0.55,0.55,0.55,0,66.15,1.09,0,0,0,0.55,2.19
