stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,1.07,0,2.14,0,0,0,0,0,0,0,0,5.35,1.07,10.7,0,2.14,5.35,0,514.57,12.84,2.14,1.07,10.7,0,0,0,1.07,0,0,0,0,0
21Day,2.68,2.68,14.72,1.34,24.09,0,0,1.34,0,1.34,6.69,0,0,9.37,4.02,32.12,0,0,4.02,2.68,609.03,8.03,6.69,9.37,13.39,12.05,1.34,8.03,6.69,8.03,1.34,0,0,2.68
3Month,0,0.32,3.52,0.32,0,0.32,0.32,0.64,2.56,0,0,0.64,0.96,0.32,1.28,4.48,0.96,0,0.32,0.32,25.6,0,6.08,0.96,0,0.64,4.16,18.56,0,0,0,0.64,8.96,1.28
22Month,0,0.55,2.73,0,0,0.55,0,1.09,7.11,0.55,0,2.19,0,0.55,0,2.19,0,0.55,0,0.55,34.44,0,6.56,1.09,0.55,0,2.19,37.72,1.64,0,0,0,0,0.55
