stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,89.9,0,261.53,8.17,12.26,0,0,0,0,0,0,16.35,4.09,0,0,0,16.35,40.86,24.52,968.48,0,4.09,0,4.09,241.1,6705.79,4.09,0,0,93.99,0,0,4.09,0,0,16.35,0,0,0
72hpf,90.93,34.23,0,114.47,26.74,32.09,0,10.7,0,0,3.21,0,0,0,0,8.56,0,35.3,141.21,11.77,465.36,0,6.42,16.05,1.07,4625.78,2562.15,10.7,16.05,0,286.7,5.35,1.07,163.68,9.63,6.42,18.19,0,0,0
21Day,80.31,13.39,2.68,180.7,8.03,52.2,0,20.08,0,0,2.68,0,0,8.03,0,49.53,13.39,6.69,44.17,24.09,519.35,0,0,37.48,0,997.21,686.67,8.03,8.03,0,144.56,58.9,9.37,57.56,13.39,24.09,12.05,0,0,14.72
3Month,0.64,8,0.64,104.3,0,0,3.2,0.64,0.32,6.72,8.32,0.32,0,47.35,6.4,2.24,29.12,4.8,39.99,11.52,61.11,11.52,0,6.72,3.84,7.36,4.8,5.12,4.48,0,0.64,3.52,234.84,0.64,0,0,0.64,12.8,6.4,13.12
22Month,0.55,17.49,4.92,34.44,0.55,0,0.55,0.55,1.09,3.83,16.95,10.39,0,91.29,1.64,8.75,41.55,1.09,4.92,9.84,33.35,0,5.47,6.01,0,2.73,2.19,4.37,14.21,3.28,5.47,0.55,103.86,9.29,2.19,0,0.55,2.19,0,6.01
