stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,8.17,0,44.95,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,0,28.6,65.38,0,0,0,0,32.69,633.39,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,32.09,9.63,0,28.88,8.56,17.12,0,0,0,1.07,0,0,0,0,3.21,0,14.98,54.56,4.28,83.44,0,3.21,1.07,0,93.07,181.86,1.07,0,0,55.63,0,0,2.14,21.4,2.14,0,1.07,0,0,0
21Day,44.17,8.03,0,151.25,5.35,57.56,0,26.77,1.34,9.37,0,0,2.68,10.71,40.16,0,2.68,60.23,25.43,161.96,0,0,17.4,1.34,85.67,117.79,1.34,1.34,0,58.9,16.06,0,0,5.35,8.03,8.03,4.02,0,0,17.4
3Month,0.96,6.08,0.96,67.51,0.32,0,1.6,2.24,5.76,37.43,0,0,53.11,275.16,6.4,19.84,4.8,27.52,36.79,25.28,6.08,0.32,4.8,6.08,3.52,0.64,2.88,1.92,0,2.56,2.88,0.64,51.51,0.64,0,0,0,8,55.03,37.43
22Month,0,5.47,0.55,29.52,0,0,1.09,0,4.37,66.69,23.51,0,118.08,35.53,7.11,8.75,1.64,4.37,26.79,20.77,0.55,2.19,5.47,0.55,0.55,1.09,2.73,6.01,1.09,0.55,0,0,9.29,0.55,1.64,0,0,1.09,0,16.95
