stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0,0,0,1.34,0,0,0,0,0,0,0,5.35,0,1.34,5.35,0,0,0,0,0,0,0,0,1.34,0,0,0,0,1.34,2.68,0,0,0,0,0,0,0,0,0
3Month,28.8,146.86,444.09,1660.86,12.16,175.33,24.32,8.96,413.69,489.2,9.28,96426.96,701.97,55.99,5214.53,325.71,567.59,367.3,772.68,147.18,120.3,259.48,253.4,106.22,18.24,101.74,166.69,0,39.35,1095.51,6.72,406.66,69.11,5.76,0.32,7.04,279,266.2,455.61
22Month,30.07,151.42,181.49,342.21,2.73,200.62,4.37,0,134.48,210.46,105.5,90049.33,122.45,36.08,6295.82,30.61,56.31,178.76,355.33,16.4,2598.8,136.12,4.92,20.77,7.65,44.28,120.81,77.08,19.13,139.4,0,68.33,33.35,17.49,0,1.09,25.15,0.55,80.36
