stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1074.72,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1361.84,1.07,0,2.14,8.56,0,0,0,0,0,0,0,0,0,6.42,1.07,17.12,0,0,0,49.21,42.79,0,0,7.49,0,0,2.14,5.35,0,4.28,0,0,0
21Day,1092.24,0,16.06,4.02,18.74,1.34,0,0,0,5.35,0,1.34,1.34,0,1.34,5.35,24.09,0,0,2.68,12.05,10.71,0,1.34,13.39,5.35,1.34,4.02,9.37,12.05,1.34,0,0,0
3Month,14.08,0.32,1.92,0.32,0,0,0.32,0.64,0,6.72,0.96,0,1.6,0.32,1.6,1.92,1.6,0.64,0,0.64,0,0,0.64,0.32,0,0.32,1.92,0,0,0,0,0.64,0.32,0.64
22Month,6.56,0,3.83,0,0,0,0,3.83,0.55,26.24,1.64,0,4.37,0,0.55,2.73,3.28,0,0.55,1.09,0,0,1.64,0.55,0,0,1.64,0,2.19,0,0,0.55,0,0
