stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,138.94,4.09,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,31.02,1.07,0,0,0,0,0,25.67,0,0,0,0,0,7.49,88.79,11.77,5.35,0,1.07,0,1.07,13.91,4.28,0,3.21,0,5.35,2.14,0,4.28,0,0,0,0,0
21Day,4.02,1.34,1.34,141.88,0,2.68,0,0,0,0,73.62,0,0,0,4.02,2.68,1.34,148.58,28.11,16.06,0,0,6.69,0,12.05,4.02,0,10.71,0,4.02,6.69,4.02,0,0,1.34,0,0,2.68
3Month,0.96,5.12,6.4,444.09,0.32,0,3.84,0.32,0.96,7.36,598.95,0,214.37,13.12,4.16,38.07,5.76,623.58,113.26,76.47,24.32,0.96,7.68,6.08,5.76,0.32,1.92,9.28,0,1.6,9.28,72.63,0.96,0.32,0,6.4,66.55,8.64
22Month,2.73,10.39,15.31,138.85,0.55,0,11.48,0,0,15.31,1470.5,42.64,1556.87,4.92,4.37,68.33,1.09,153.06,212.65,78.17,2.19,27.88,6.56,0,3.83,0.55,2.19,18.59,7.65,2.73,2.73,44.28,8.75,1.09,0.55,0,0.55,6.01
