stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,0,0,0,0,4.09,1475.19,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,1.07,0,3.21,2.14,7.49,0,0,0,0,0,0,0,0,0,2.14,17.12,1.07,12.84,0,1.07,0,0,620.48,126.24,0,2.14,23.54,0,0,593.73,1.07,4.28,11.77,0,0,0
21Day,4.02,1.34,1.34,8.03,0,8.03,0,2.68,0,1.34,0,4.02,0,6.69,2.68,0,1.34,9.37,22.76,0,0,2.68,0,274.4,56.22,1.34,2.68,8.03,13.39,1.34,285.11,10.71,2.68,2.68,0,0,0
3Month,0.32,0.32,0,7.68,0.32,0,0,0.64,0.64,1.92,0.32,11.84,0.96,0.96,2.56,0.32,2.88,2.56,26.56,7.68,0.32,0,0.32,1.92,1.92,0,0,0.32,0.32,8.32,51.51,0,0,16,0.96,1.6,1.92
22Month,0,1.09,1.09,4.37,0,0,0.55,0,0.55,4.92,1.64,72.16,1.09,1.09,5.47,1.64,0.55,4.37,24.05,1.64,2.19,0,0,2.19,3.28,0,0.55,0,0.55,13.67,102.22,2.19,0,14.76,0.55,0,1.09
