stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,2.14,3.21,0,0,0,0,0,0,0,0,0,5.35,0,6.42,0,0,0,0,62.05,14.98,2.14,0,7.49,0,0,5.35,0,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,1.34,0,0,1.34,0,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0.64,7.68,0,0,0.32,0.64,0.32,0,4.16,0.64,0,1.28,0.64,0.96,0.96,2.24,0.64,0,0.64,0.32,0.32,0.64,0,0.32,0,0.32,6.72,0,0.32,0.32,3.52,0
22Month,0,3.28,0.55,13.67,0,0,0,1.09,1.64,1.09,19.68,1.09,1.09,1.64,1.64,0,2.73,3.83,0,0.55,1.09,0,0.55,0,3.28,0,1.09,0,0,0,0.55,0.55,0,0.55
