stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,5.35,178.66,6.42,0,0,0,0,0,0,0,0,0,23.54,2.14,14.98,0,3.21,0,2.14,745.64,31.02,2.14,3.21,13.91,0,0,5.35,26.74,10.7,3.21,0,0,0
21Day,6.69,0,0,9.37,53.54,12.05,0,0,0,0,0,0,2.68,0,2.68,21.42,1.34,10.71,0,4.02,0,0,218.18,10.71,1.34,0,12.05,9.37,0,4.02,30.79,53.54,1.34,0,0,0
3Month,0,0.32,0.64,5.44,19.84,0,0,0.96,0.96,0,6.4,1.6,0.64,3.2,0.64,2.56,2.88,1.6,0.64,0,0.32,0.32,15.04,0,4.48,0.64,0.32,0.96,15.36,0,0.32,0,0,0.96,4.48,0.32
22Month,0.55,1.09,0,8.2,6.56,0,1.64,2.19,3.28,1.64,20.23,2.19,1.09,4.37,1.09,1.64,2.73,5.47,0.55,1.64,0.55,0,15.85,0,10.93,1.09,0,0,8.2,1.09,18.59,0,0,0,0,3.28
