stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,7.49,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,8.56,0,0,17.12,6.42,0,0,7.49,0,0,1.07,0,1.07,1.07,0,0,0
21Day,1.34,0,0,13.39,0,1.34,0,0,0,0,0,0,0,1.34,0,0,4.02,2.68,18.74,0,1.34,5.35,2.68,0,0,5.35,2.68,0,1.34,0,0,0,0,0,0
3Month,0.32,2.88,0.32,18.24,0.32,0,0.64,0,1.28,2.24,0,5.76,0.96,0,0.96,1.6,9.6,1.6,9.92,0.96,1.28,1.28,0.32,1.28,0,1.6,0,11.2,0,0,0,0.64,28.48,2.56,0.32
22Month,0,1.64,0,6.01,0,0,0,0.55,0.55,0,1.09,13.12,0,1.09,2.19,0,1.09,1.09,5.47,0,0,0.55,0,0,0.55,0,0.55,0.55,1.09,0.55,0,0,2.73,0,0
