stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,1.07,0,1.07,0,0,0,0,29.95,18.19,0,4.28,0,18.19,0,0,0,7.49,0,0,1.07,0,0,0
21Day,2.68,0,1.34,5.35,5.35,0,1.34,0,0,0,6.69,206.13,2.68,1.34,0,1.34,6.69,8.03,0,0,1.34,0,30.79,9.37,1.34,8.03,0,2.68,5.35,0,0,37.48,0,0,4.02,0,0,0
3Month,1.28,3.84,2.24,42.55,0,2.56,0.32,7.68,146.22,0,89.27,3567.43,0.64,31.36,6.08,19.52,32.63,69.75,29.12,0.64,7.04,3.52,9.28,4.48,9.92,13.12,0,3.52,5.76,9.28,32.63,95.98,0,0,7.04,12.8,25.28,13.76
22Month,1.09,8.2,1.09,16.4,0,6.01,0,1.64,436.78,1.64,98.4,5574.24,7.11,9.84,0.55,1.64,38.27,135.02,2.73,6.01,2.19,0,18.59,5.47,9.84,4.92,2.19,4.92,1.09,0,40.45,157.98,2.19,0.55,2.73,0.55,0,12.57
