stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,69.47,0,0,0,0,0,0,0,8.17,0,0,0,0,0,12.26,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,7.49,1.07,0,0,0,0,0,0,0,0,0,1.07,10.7,0,4.28,0,2.14,1.07,0,154.05,7.49,1.07,0,2.14,0,0,0,0,2.14,0,0,0
21Day,5.35,0,1.34,29.45,0,6.69,0,0,1.34,0,0,2.68,0,1.34,0,0,9.37,0,9.37,0,0,0,0,239.6,9.37,37.48,0,2.68,6.69,0,0,0,0,0,0,1.34
3Month,0,2.56,1.28,6.08,0,0,0,2.56,1.92,0,0,4.16,2.56,0,3.84,0.64,1.92,1.6,4.16,0.32,0,1.6,1.28,20.48,0,136.94,0.32,0,1.28,11.52,0.96,0,0.32,0.96,3.2,2.24
22Month,0,1.64,0.55,9.29,0,0,0.55,2.73,3.28,4.92,0,45.92,0,0,8.75,0,0,0.55,13.67,0,0.55,0,0,19.13,0,125.18,0.55,0,0,25.69,0,0.55,0.55,0.55,0,1.09
