stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,32.69,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,2.14,84.51,1.07,0,1.07,0,0,0,0,0,0,0,0,0,18.19,0,2.14,0,1.07,0,0,18.19,11.77,1.07,3.21,0,6.42,0,0,1.07,0,0,0,0,0
21Day,4.02,1.34,1.34,4.02,117.79,2.68,0,1.34,0,0,2.68,0,0,0,5.35,0,0,24.09,2.68,8.03,0,5.35,0,0,22.76,5.35,2.68,40.16,0,0,5.35,1.34,2.68,0,0,0,0,0
3Month,0,1.28,1.28,36.15,36.79,0,0.64,0.96,0.32,4.48,6.4,0.32,62.71,10.56,2.24,17.28,2.56,16.64,15.36,17.92,3.84,0.32,4.16,2.88,35.51,0.64,5.44,69.75,0,0.32,2.24,22.08,1.92,0.32,0.32,2.88,81.27,7.04
22Month,0,3.28,1.09,13.67,19.68,0,0.55,1.09,0,3.28,24.05,7.11,173.84,4.92,3.28,21.87,1.09,4.37,16.4,15.31,0,4.37,1.64,0.55,19.68,0,12.57,150.88,0.55,0,2.19,33.35,2.19,0.55,0,0,0.55,2.73
