stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,1.07,0,0,2.14,0,0,1.07,0,0,0
21Day,6.69,0,1.34,14.72,1.34,13.39,0,0,0,0,0,0,0,179.36,0,0,2.68,25.43,14.72,0,0,5.35,0,14.72,4.02,1.34,0,4.02,0,0,1.34,0,0,388.17
3Month,0.32,1.28,0.64,15.36,1.28,0,1.6,1.28,1.28,13.44,0,10.56,12.16,2.56,8.64,2.56,3.2,17.28,26.88,12.16,0.32,0.32,0.64,1.28,0,0.32,0,0,1.92,16.32,0,0.64,3.84,456.57
22Month,0,1.64,0,2.19,0,0,0.55,0,0,3.28,1.09,8.75,3.28,2.19,1.64,0.55,0.55,21.32,1.09,0,0,0.55,0,0,0,0.55,0.55,0.55,0,5.47,1.09,0,0,144.32
