stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,32.69,36.78,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,0,3.21,3.21,10.7,0,0,0,0,0,0,0,0,0,4.28,19.26,1.07,9.63,0,0,0,1.07,1546.92,127.31,13.91,6.42,0,25.67,1.07,0,80.23,5.35,1.07,0,0,0,0
21Day,5.35,1.34,24.09,0,20.08,0,1.34,0,0,0,0,1.34,8.03,4.02,4.02,10.71,6.69,18.74,0,0,0,0,702.73,28.11,9.37,9.37,0,12.05,16.06,1.34,36.14,4.02,1.34,2.68,0,0,2.68
3Month,0,1.28,6.08,0,0,0.32,0.32,1.92,3.2,0,15.68,2.56,0.96,1.6,0.32,4.48,2.24,2.88,0.32,0,0.96,0.64,17.6,0.32,11.84,1.28,0,0,1.28,93.75,1.92,0.32,0.32,0,0.96,13.44,5.44
22Month,1.09,11.48,5.47,1.09,0,1.64,1.09,1.64,10.93,2.73,92.38,3.28,3.28,8.75,0.55,1.64,6.56,8.75,0,3.28,3.28,0,15.31,1.09,26.24,3.28,0.55,0.55,0,59.04,2.73,2.73,0,0,0.55,0,4.92
