stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,25.67,2.14,0,1.07,0,0,0,0,0,0,0,38.51,21.4,3.21,2.14,0,9.63,0,4.28,133.72,8.56,1.07,0,0,7.49,0,0,6.42,3.21,3.21,3.21,0,0,0
21Day,0,2.68,0,2.68,0,0,0,0,0,0,1.34,0,0,0,0,5.35,0,1.34,0,0,0,0,12.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,3.84,0.32,22.72,0,0,0.32,0.96,1.6,0,19.52,3.2,0,2.56,0.96,2.24,14.08,2.56,0.32,0,1.6,0.32,3.52,0,1.28,0.32,0,0,0.96,19.2,0,0,0,0,0.64,13.12,4.48
22Month,0,10.39,0.55,6.56,0,0.55,0.55,0.55,3.28,3.28,64.51,1.64,0.55,12.03,0,1.09,26.79,3.83,0,1.64,0.55,0.55,1.64,0,0.55,0.55,1.09,0,0,17.49,0,0.55,0,0,0,0,2.19
