stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,4.09,20.43,0,0,0,32.69,3959.73,0,0,0,0,0,4.09,0,0,0,0,0,0
72hpf,75.96,2.14,0,38.51,13.91,57.77,0,0,0,0,2.14,0,0,0,0,0,19.26,94.14,0,51.35,1.07,3.21,8.56,3191.19,2380.29,1.07,197.91,108.05,1.07,0,2536.47,4.28,4.28,7.49,0,0,0
21Day,10.71,0,6.69,17.4,4.02,18.74,0,6.69,0,0,1.34,0,1.34,1.34,5.35,1.34,2.68,6.69,4.02,48.19,0,0,1.34,326.6,426.99,0,46.85,13.39,18.74,0,390.85,9.37,5.35,1.34,0,0,12.05
3Month,0.32,0.32,0.64,4.16,0.64,0,0.96,0,7.04,0.32,1.28,0,8,3.84,0,2.88,0.32,0.96,0.64,7.04,0,0,0.32,0.96,3.84,0.96,3.52,0,0.64,1.92,9.6,0.32,0,0.64,0.64,0.64,0.32
22Month,0,1.64,0.55,3.83,0.55,0,0.55,0,1.09,1.64,6.56,1.09,48.65,1.09,0,5.47,1.09,2.19,4.92,11.48,0,1.09,0.55,0.55,4.37,2.19,2.73,1.09,0,8.2,21.32,0.55,0,0,0,0,0
