stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,40.86,0,0,0,0,0,0,4.09,0,0,0,65.38,4.09,0,8.17,0,0,0,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,32.09,1.07,5.35,0,0,0,0,0,0,0,0,2.14,24.61,3.21,7.49,0,0,0,0,108.05,19.26,1.07,0,9.63,8.56,1.07,10.7,0,1.07,1.07,0,0,0
21Day,6.69,2.68,821.86,0,9.37,0,4.02,0,1.34,0,1.34,2.68,4.02,5.35,14.72,4.02,25.43,0,0,4.02,0,26.77,12.05,2.68,1.34,16.06,12.05,6.69,0,1.34,4.02,0,0,0,1.34
3Month,0,1.28,341.07,0.32,0,0.64,0,0.64,3.52,10.24,2.24,0.32,3.2,1.28,10.24,1.6,6.4,0.96,0.32,0.32,0.64,1.6,0,0.64,0.32,0,2.88,99.18,0.96,0,0,0.32,0.32,43.51,2.88
22Month,0,1.09,8.2,0,0,0,0,0.55,0.55,3.83,0,0,0.55,0,0,1.09,5.47,0,0,0,0,0,0,0,3.28,0,0,22.41,0,0,0,0,0,0,1.64
