stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell
24hpf,0,0,0,0,0,4.09,0,0,0,0,0,36.78,0,0,8.17,187.97,0,0,0,0
72hpf,2.14,0,0,2.14,1.07,0,0,0,0,4.28,1.07,11.77,0,1.07,120.89,33.16,4.28,0,1.07,1.07
21Day,5.35,1.34,9.37,0,2.68,0,1.34,2.68,1.34,0,4.02,8.03,2.68,0,30.79,21.42,1.34,4.02,1.34,0
