stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,57.56,0,13.39,0,10.71,0,8.03,0,1.34,6.69,85.67,1.34,0,14.72,14.72,5.35,0,0,50.86,0,12.05,2.68,0,0,2.68,6.69,0,1.34,0,0,1.34,0,0,61.57
3Month,0.32,1.6,1.28,43.51,0,0,3.2,20.8,3.2,113.26,0,21.44,378.5,18.56,7.68,3.52,6.72,36.15,7.68,3.52,0,17.28,0.64,0.32,0.96,0.64,0.64,1.6,4.8,0.32,6.08,0,0,0,10.88,3.52,276.12
22Month,0,3.83,0.55,32.8,0,0,1.09,10.93,1.09,137.76,1.09,48.65,135.57,19.68,3.83,2.19,2.73,46.47,6.01,0,1.09,46.47,0.55,1.09,0,0.55,0.55,0,2.19,0,4.37,1.09,0.55,0,5.47,0,204.45
