stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,1.07,0,0,0,0,0,4.28,0,0,0,4.28,0,1.07,6.42,9.63,0,0,3.21,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,1.34,2.68,0,0,0,0,45.51,0,1.34,20.08,53.54,0,1.34,0,73.62,1.34,0,0,0,0,1.34,0,0,1.34,0,2.68,1.34,0,1.34,0,0,0,0,0,1.34
3Month,2.56,25.6,1.6,43.19,0,3.84,2.24,0.32,22.72,842.43,0,137.58,1279.16,53.75,20.8,5.12,13.76,861.3,13.12,3.2,0.64,9.92,7.04,2.24,0.32,3.52,2.88,0,2.56,17.28,5.12,30.08,0.96,0,0.32,8.32,13.44,9.6
22Month,2.73,63.41,2.73,15.85,0,8.75,4.37,0,8.2,2210.67,4.37,372.27,933.14,162.9,12.03,1.09,4.37,1126.11,10.93,0,8.2,4.37,0.55,0.55,0,4.37,2.19,3.28,0.55,6.01,0,21.87,6.01,4.92,0,1.09,0,10.39
