stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,1.07,0,0,0,0,0,0,1.07,0,16.05,0,0,1.07,0,2.14,1.07,1.07,32.09,1.07,0,0,1.07,0,0,1.07,0,0,0,0,1.07
21Day,4.02,0,1.34,12.05,4.02,0,0,0,0,41.49,0,17.4,2.68,0,2.68,42.83,13.39,0,0,2.68,4.02,13.39,6.69,0,1.34,4.02,9.37,0,0,2.68,1.34,0,0,62.91
3Month,0,0.96,20.8,17.28,0,3.2,0,6.72,4.48,89.59,5.12,1.92,107.5,2.88,3.84,111.02,4.48,1.6,0.32,1.92,34.87,0.96,0,0.64,0.32,0,15.36,11.52,0,0,0,2.56,6.4,150.7
22Month,0.55,2.19,4.92,7.11,0,0.55,2.19,7.11,2.73,67.24,2.73,0,19.13,0,0,32.8,1.64,0,1.64,0.55,0,0,0,1.09,1.64,0,0,4.37,0,0,0,0,0,58.49
