stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,12.26,0,0,0,4.09,61.3,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,8.56,3.21,0,19.26,2.14,4.28,1.07,0,0,0,0,0,4.28,0,8.56,19.26,1.07,46,0,1.07,0,135.86,106.98,0,1.07,0,34.23,1.07,0,10.7,0,1.07,2.14,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0.32,1.28,0,0,0,0.32,0,0,10.56,0,0,0.96,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,10.24,0,0,0,0,0.32,0.32,0.32
22Month,0.55,4.37,3.83,38.81,0.55,0,1.64,10.93,77.08,31.71,328.54,2.19,13.12,29.52,1.64,6.01,25.69,6.01,23.51,0,0,7.11,2.19,4.37,0.55,1.64,0,0.55,6.01,9.84,8.2,0,0,0,0,14.76
