stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,1.07,0,8.56,1.07,0,88.79,8.56,0,1.07,4.28,0,2.14,463.22,388.33,5.35,0,0,0
21Day,16.06,2.68,4.02,56.22,5.35,44.17,5.35,1.34,1.34,17.4,4.02,20.08,10.71,0,24.09,14.72,100.39,0,10.71,104.41,36.14,2.68,5.35,34.8,18.74,2.68,2022.52,5858.76,6.69,2.68,0,10.71
3Month,0,0,0,0.32,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0.32,0
22Month,0.55,0,0,0,0,0,0,0,1.64,4.92,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,137.76,1.09,0.55,0,0,0
