stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0,20.43,4.09,126.68,0,0,0,0,69.47,98.07,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,18.19,0,18.19,2.14,1.07,0,0,0,0,0,0,0,0,0,8.56,24.61,0,89.86,0,2.14,2.14,0,29.95,18.19,1.07,1.07,0,92,1.07,0,0,0,0,6.42,0,0,0
21Day,42.83,10.71,1.34,54.88,2.68,2.68,0,1.34,1.34,0,0,4.02,1.34,0,2.68,0,21.42,1.34,99.05,0,0,17.4,1.34,17.4,8.03,0,5.35,0,41.49,9.37,0,0,1.34,1.34,9.37,2.68,0,1.34
3Month,0.32,19.52,1.28,51.51,0.32,0,0,0.64,1.6,4.16,0.64,5.76,23.36,0.64,5.76,3.52,29.76,3.52,44.79,21.44,0,5.76,3.2,2.24,0.64,0.96,1.92,0,2.24,0.64,0.32,0.64,0.64,0,0.32,5.12,0.32,0.64
22Month,0.55,67.24,2.73,43.19,0.55,0,0.55,0.55,2.73,3.83,79.26,38.81,3.83,1.09,8.75,0.55,21.87,2.73,51.39,2.19,2.73,4.37,0,0.55,0,1.09,3.83,0.55,3.28,0,0,0.55,5.47,0,0,0.55,0,0.55
