stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,8.17,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,2.14,1.07,0,0,0,0,0,0,0,0,0,1.07,10.7,0,2.14,1.07,0,0,47.07,14.98,0,0,1.07,0,0,1.07,0,1.07,2.14,0,0
21Day,1.34,2.68,0,0,0,12.05,0,0,0,1.34,0,0,0,1.34,2.68,1.34,1.34,4.02,4.02,0,0,0,14.72,2.68,0,1.34,2.68,2.68,0,1.34,1.34,2.68,0,0,0
3Month,0,1.28,0.32,10.56,0,0,0.32,0,1.92,4.8,0,13.12,0.96,0,6.4,1.92,2.88,4.16,3.2,0,0.64,1.28,0.64,0,0.64,0,0,0.64,3.52,0.32,0,0,0.32,1.92,3.2
22Month,0,1.09,0.55,1.09,0,0,0.55,1.09,1.09,7.65,1.09,21.32,1.64,0,4.92,0.55,0.55,3.28,3.83,0,0,0,0.55,0,0.55,1.64,0,0,2.19,0,0,0,0,0,0.55
