stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,20.43,0,0,0,8.17,8.17,343.26,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,1.07,0,0,4.28,2.14,2.14,0,0,0,0,0,0,0,0,0,0,5.35,1.07,0,0,0,0,0,26.74,75.96,1.07,1.07,4.28,0,0,11.77,3.21,4.28,0,0,0
21Day,4.02,0,0,8.03,0,2.68,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,12.05,6.69,0,0,0,2.68,0,6.69,0,2.68,0,0,1.34
3Month,0.32,1.6,0.96,72.95,2.24,0,0.96,0.32,2.88,5.12,0.32,22.72,6.4,0.32,10.24,15.68,5.76,6.72,3.52,0.32,0,1.28,5.76,17.6,6.08,4.16,0.96,1.28,1.92,26.88,1.92,0,1.92,2.56,1170.05,4.16
22Month,0,1.09,0,36.08,0.55,0,0.55,0,0.55,3.28,4.92,29.52,2.19,0,9.29,2.19,0.55,2.19,3.28,0,2.73,1.09,0,3.28,1.64,2.19,0,0,0,8.75,0,0,0,0.55,3.83,0
