stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,8.17,0,0,0,0,4.09,89.9,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,4.28,2.14,0,0,0,0,0,0,0,0,0,1.07,4.28,0,4.28,0,0,0,4.28,9.63,12.84,0,0,5.35,0,0,2.14,0,0,0,0,0
21Day,2.68,1.34,0,10.71,1.34,0,1.34,0,0,0,0,0,0,0,0,5.35,1.34,16.06,0,0,1.34,0,4.02,8.03,0,1.34,1.34,4.02,0,1.34,1.34,2.68,0,0,0
3Month,0,7.04,0.64,22.08,0,0.32,0.32,2.24,2.56,0,18.56,1.28,0.96,12.16,2.56,7.68,10.24,4.8,0.64,0,1.92,6.08,0,0,0.96,0.64,0.32,1.92,11.84,0,0,0.96,6.4,2.56,4.48
22Month,0,6.01,0.55,10.93,0,0.55,0,1.09,3.28,1.64,73.8,2.19,1.64,13.12,0,1.09,12.03,7.11,0,3.28,1.09,0,0.55,0,0.55,0.55,0.55,0,0,1.64,0,0.55,1.64,0.55,0
