stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,16.35,0,4.09,0,0,0,0,12.26,130.76,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,1.07,0,0,1.07,0,9.63,9.63,0,0,0,3.21,1.07,0,125.17,2.14,0,0,0,0,0
21Day,1.34,0,1.34,14.72,2.68,21.42,0,1.34,0,0,0,2.68,0,1.34,0,2.68,0,5.35,9.37,1.34,16.06,0,0,2.68,0,14.72,8.03,0,0,0,4.02,14.72,0,582.26,0,0,0,0,1.34,4.02
3Month,12.16,26.88,10.88,272.6,1.28,0,15.68,3.84,0.96,56.63,95.66,3.84,0,418.17,145.26,10.24,163.81,38.39,81.27,103.98,119.98,28.16,3.2,33.91,70.39,30.4,6.72,21.76,13.44,0,7.04,142.7,0.32,26829.67,24.64,0.64,2.24,106.22,595.43,84.79
22Month,0.55,2.19,4.92,27.33,0.55,0,0,0,0,4.37,16.4,2.73,0,129.01,3.28,1.64,37.17,1.09,2.19,13.67,21.87,1.09,4.92,2.19,4.37,8.2,0.55,4.92,4.37,43.73,6.56,13.12,0,6255.37,10.39,0,0,0,1.64,9.84
