stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,28.6,4.09,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,1.07,0,0,0,2.14,0,0,0,0,0,26.74,46,0,1.07,0,0,0,0,6.42,0,0,0,0,2.14,0,0,0,0,1.07,0,0,0
21Day,1.34,0,4.02,81.65,2.68,5.35,0,4.02,1.34,4.02,0,1.34,6.69,13.39,12.05,0,40.16,4.02,2.68,0,0,2.68,0,6.69,2.68,0,0,0,0,2.68,0,1.34,0,0,0,0,4.02
3Month,0.64,5.76,13.76,124.78,0.96,0,1.6,0.96,57.91,47.67,0,18.24,123.82,3.84,144.62,7.04,18.88,13.12,2.56,0.32,0,17.92,28.8,0,0,6.4,0.96,0,0,3.52,0.32,12.16,0.32,0,0.64,5.44,16.64
22Month,0,7.11,13.12,67.24,0,0,2.19,0,28.43,57.95,0.55,85.82,37.72,4.37,155.8,2.73,5.47,14.76,4.37,0,6.01,12.03,2.19,0,0,5.47,1.64,1.64,0.55,0,0,1.64,0.55,0,0,0,10.39
