stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,65.38,0,0,0,0,0,0,0,0,20.43,0,0,0,0,36.78,151.2,16.35,8.17,0,0,0,0,0,32.69,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,59.91,0,5.35,0,0,0,0,0,1.07,0,0,0,0,0,21.4,1027,1.07,5.35,0,0,0,0,53.49,28.88,0,0,0,8.56,0,0,4.28,0,4.28,0,0,0
21Day,4.02,0,10.71,93.7,2.68,0,0,1.34,0,4.02,0,0,0,0,0,1.34,2.68,26.77,103.07,18.74,1.34,0,0,4.02,0,2.68,2.68,4.02,0,0,2.68,2.68,0,0,0,1.34,0,0,0
3Month,0.32,3.84,108.78,1342.83,4.8,0,8.96,0,0.32,238.36,15.68,0,0,121.26,20.8,1.6,1049.75,171.81,428.41,100.14,22.08,2.88,0,114.22,77.75,7.68,0.96,15.36,0,0,1.28,16,33.91,1.28,0,0.64,2.56,32.31,20.8
22Month,0,2.73,90.74,249.82,0,0,0,0,0,226.86,10.39,4.37,0,225.77,3.28,1.64,733.06,38.27,26.24,29.52,8.75,1.64,2.19,49.75,2.73,1.09,0,35.53,2.73,14.76,0,1.09,30.07,3.83,0.55,0,0,0,6.56
