stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,53.12,0,0,0,8.17,261.53,8.17,0,0,0,0,4.09,0,0,0
72hpf,6.42,1.07,0,2.14,1.07,2.14,0,0,0,0,0,0,0,1.07,0,4.28,4.28,0,14.98,0,1.07,0,36.37,54.56,7.49,1.07,0,3.21,1.07,1.07,0,0,0
21Day,5.35,0,0,6.69,0,0,0,1.34,0,0,0,0,0,1.34,0,0,2.68,0,13.39,0,0,1.34,4.02,13.39,1.34,1.34,0,1.34,0,1.34,0,0,0
3Month,0.32,0.32,0.32,3.52,0,0,0,0,0.96,0.32,0,0.96,0.64,0,0.32,0.64,0.96,0.64,0.64,0.64,0,0,0,0,0,0,20.48,0,0,0,0.32,1.92,0
22Month,0,0.55,0.55,2.19,0,0,0.55,0.55,0.55,0,0.55,6.56,0.55,0.55,1.64,0,0,1.09,2.19,0,0.55,0,0,0,0,0,2.73,0,0.55,0,0,0,0.55
