stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,16.35,0,102.16,0,0,0,0,0,0,0,0,0,0,0,0,93.99,98.07,143.02,0,0,0,0,102.16,326.91,0,0,16.35,0,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,3.21,0,16.05,1.07,0,0,0,0,0,0,0,0,2.14,0,3.21,75.96,4.28,27.81,0,0,2.14,1.07,24.61,14.98,0,2.14,58.84,0,0,0,3.21,0,0,3.21,0,0,0
21Day,17.4,5.35,0,93.7,2.68,0,0,0,1.34,1.34,0,1.34,0,8.03,2.68,6.69,41.49,29.45,81.65,0,0,9.37,0,20.08,6.69,2.68,18.74,32.12,1.34,0,0,2.68,0,1.34,0,0,0,1.34
3Month,0.96,12.16,0.64,92.15,0,2.56,0.64,0.64,16.96,44.79,0.32,12.16,48.31,7.36,71.67,5.12,36.47,75.19,58.87,17.92,0.32,7.36,1.92,6.4,0.32,3.84,54.71,10.56,3.2,0.32,46.07,0.32,0,0,0,12.48,51.51,16.96
22Month,0,20.77,1.64,37.17,0,3.83,2.19,0,9.84,144.86,3.28,18.59,24.05,25.15,72.71,0.55,7.65,102.22,62.87,1.09,1.09,3.28,0,3.83,0.55,7.11,55.21,10.39,1.09,0,4.37,1.09,0.55,0,0.55,1.64,0,14.76
