stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,8.17,0,0,0,0,126.68,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,2.14,1.07,8.56,0,0,0,42.79,9.63,0,0,0,2.14,0,0,2.14,2.14,0,3.21,0,0,0
21Day,0,0,0,5.35,0,0,2.68,0,0,0,0,0,0,0,0,2.68,0,13.39,0,2.68,0,20.08,4.02,0,0,0,5.35,5.35,0,0,0,4.02,0,0,0,0
3Month,0.64,0.96,0.32,12.8,0.32,0,0,1.6,1.28,0,13.44,1.92,0,2.88,2.24,4.16,1.92,9.6,1.6,1.28,1.28,1.6,0.32,1.28,0.64,0,0.64,0.64,48.95,0,0,0,0.32,2.56,311.95,0.96
22Month,6.56,1.64,0,3.28,0.55,0,0,0.55,0,2.19,7.65,0,0.55,3.28,0,1.64,3.28,7.65,0.55,0.55,0,1.09,0.55,1.09,0.55,0.55,0.55,0.55,11.48,0.55,0,0,0,1.09,1.09,0.55
