stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.59,12.26,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,0,0,1.07,0,0,0,0,7.49,0,0,0,24.61,0,0,2.14,1.07,0,0,0,0,0,4.28,2.14,0,0,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,0,0,0,8.03,0,1.34,0,1.34,0,0,61.57,0,0,10.71,20.08,0,0,0,13.39,1.34,0,0,0,0,2.68,1.34,0,0,0,2.68,4.02,0,0,0,0,2.68,0,0,22.76
3Month,1.92,6.08,0.64,30.72,0.64,0,9.28,0.32,0.32,7.04,1304.11,0,37.43,453.37,11.84,21.44,4.48,9.92,581.99,11.52,1.92,0.64,2.88,6.72,0.96,0.96,0.32,0,0,0.64,9.28,1.6,7.36,0.96,0,0,5.76,10.24,55.03
22Month,1.64,10.93,0.55,16.4,0,0,20.77,0,0,1.09,2160.38,1.09,54.67,359.15,13.12,6.56,0,3.28,486.52,12.57,0.55,2.73,2.19,0,1.09,0,1.64,3.28,2.19,0,1.09,0,2.73,1.09,3.28,0,1.09,0,33.89
