stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,8.17,0,0,16.35,0,4.09,0,8.17,0,0,4.09,2754.24,20.43,0,0,0,0,8.17,40.86,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,1.07,0,2.14,0,0,0,0,51.35,0,0,0,10.7,0,0,7.49,491.03,2.14,0,0,0,0,7.49,7.49,0,1.07,0,7.49,0,0,1.07,0,0,1.07,0,0,1.07
21Day,8.03,0,0,26.77,0,22.76,0,9.37,0,2.68,113.78,0,5.35,0,236.92,6.69,2.68,22.76,1337.19,13.39,0,0,0,0,18.74,13.39,1.34,1.34,0,14.72,18.74,0,2.68,1.34,13.39,0,0,0,16.06
3Month,0.96,3.84,0.32,45.11,0.32,0,3.52,0.64,0.32,5.44,877.3,0,40.63,20.16,39.03,20.48,3.52,9.92,1984.65,15.36,3.2,0.32,5.12,5.44,1.6,0,1.92,2.88,0,0.32,15.68,11.2,1.6,0.64,0,0,7.04,10.24,14.4
22Month,4.37,12.03,3.28,26.24,0,0,37.17,0.55,0,9.29,4418.61,2.73,120.26,25.69,160.72,17.49,0.55,7.11,2560.53,22.96,0.55,6.56,6.01,0,3.83,0.55,5.47,9.84,3.83,1.64,6.56,1.09,4.37,2.73,0,0,0.55,0,13.67
