stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,32.69,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,61.3,12.26,36.78,0,0,0,0,20.43,261.53,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,7.49,1.07,10.7,0,0,0,0,0,0,0,0,0,1.07,0,0,25.67,0,8.56,0,0,0,0,60.98,25.67,0,1.07,0,13.91,0,0,5.35,1.07,0,0,0,0
21Day,2.68,0,0,10.71,0,4.02,0,0,0,0,0,0,0,1.34,0,1.34,2.68,2.68,10.71,4.02,9.37,0,0,1.34,0,12.05,2.68,1.34,1.34,0,1.34,1.34,0,0,0,1.34,0,0,1.34
3Month,1.28,9.28,3.2,87.67,0.32,0,1.6,2.24,0,12.16,28.48,0.32,0,199.65,41.59,2.88,50.55,6.08,38.07,31.04,38.71,8.64,1.6,9.92,5.12,2.56,0,5.12,2.56,0,1.6,11.84,27.84,0.64,0,0,10.56,11.84,23.36
22Month,1.64,34.99,18.59,92.38,0.55,0,6.01,4.92,1.09,24.05,144.86,49.2,0,1209.75,49.75,16.95,125.73,4.92,25.15,88.56,78.17,1.09,30.07,13.12,2.19,7.65,1.09,10.93,8.75,1161.09,2.19,7.65,6.01,6.01,10.93,1.09,3.83,0.55,26.24
